Price,Locality,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Terrace,Garden,Surface_area_plot_of_land,Number_of_Facades,Swimming_Pool,Lift,Municipality,Province
179000,2150,APARTMENT,APARTMENT,GOOD,2,71.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Borsbeek,Antwerp
159000,7170,APARTMENT,APARTMENT,AS_NEW,2,109.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Manage,Hainaut
160000,7100,APARTMENT,APARTMENT,JUST_RENOVATED,2,85.0,0,0.0,0.0,0.0,2.0,0.0,1.0,La Louvière,Hainaut
289000,2530,APARTMENT,APARTMENT,AS_NEW,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Boechout,Antwerp
215000,2610,APARTMENT,APARTMENT,GOOD,2,84.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Antwerpen,Antwerp
219000,9890,HOUSE,HOUSE,TO_RENOVATE,4,180.0,0,0.0,0.0,327.0,3.0,0.0,0.0,Gavere,East Flanders
307000,2850,APARTMENT,GROUND_FLOOR,AS_NEW,2,109.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Boom,Antwerp
248320,9900,APARTMENT,APARTMENT,GOOD,2,77.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Eeklo,East Flanders
315000,8501,HOUSE,HOUSE,GOOD,3,265.0,0,1.0,0.0,416.0,2.0,0.0,0.0,Kortrijk,Other
459000,1050,APARTMENT,APARTMENT,AS_NEW,1,77.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Ixelles,Brussels Capital
269000,5060,HOUSE,APARTMENT_BLOCK,GOOD,4,220.0,0,0.0,0.0,110.0,2.0,0.0,0.0,Sambreville,Namur
265250,9300,APARTMENT,APARTMENT,GOOD,3,110.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Aalst,East Flanders
199000,8370,APARTMENT,APARTMENT,AS_NEW,1,55.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Blankenberge,Other
535000,8800,APARTMENT,APARTMENT,GOOD,3,144.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Roeselare,Other
445000,8000,HOUSE,HOUSE,AS_NEW,3,166.0,0,1.0,0.0,186.0,3.0,0.0,0.0,Brugge,Other
325280,3500,APARTMENT,APARTMENT,GOOD,2,85.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Hasselt,Limburg
89000,9600,HOUSE,HOUSE,TO_RENOVATE,3,131.0,0,1.0,0.0,90.0,2.0,0.0,0.0,Renaix,East Flanders
27500,6830,HOUSE,HOUSE,TO_RENOVATE,2,62.0,0,0.0,0.0,48.0,2.0,0.0,0.0,Bouillon,Luxembourg
315000,4100,HOUSE,HOUSE,GOOD,4,202.0,0,1.0,0.0,511.0,3.0,0.0,0.0,Seraing,Liège
269000,2050,APARTMENT,APARTMENT,GOOD,2,87.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
287000,2800,APARTMENT,APARTMENT,AS_NEW,2,116.0,0,1.0,0.0,0.0,3.0,0.0,0.0,Mechelen,Antwerp
395000,8300,APARTMENT,APARTMENT,GOOD,1,60.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,Other
259000,2300,HOUSE,HOUSE,GOOD,4,160.0,0,0.0,0.0,99.0,2.0,0.0,0.0,Turnhout,Antwerp
445000,2650,APARTMENT,DUPLEX,GOOD,2,215.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Edegem,Antwerp
245000,8501,HOUSE,HOUSE,GOOD,4,157.0,0,1.0,0.0,187.0,3.0,0.0,0.0,Kortrijk,Other
389000,2600,HOUSE,HOUSE,GOOD,4,193.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp
475000,8300,APARTMENT,APARTMENT,TO_RENOVATE,2,82.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,Other
299850,9320,APARTMENT,TRIPLEX,GOOD,3,123.0,0,1.0,0.0,0.0,3.0,0.0,0.0,Aalst,East Flanders
499000,3140,APARTMENT,DUPLEX,GOOD,3,123.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Keerbergen,Flemish Brabant
169000,8400,APARTMENT,APARTMENT,AS_NEW,1,48.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oostende,Other
249500,2840,HOUSE,HOUSE,GOOD,2,115.0,0,1.0,0.0,0.0,3.0,0.0,0.0,Rumst,Antwerp
270000,9000,HOUSE,HOUSE,GOOD,1,117.0,0,0.0,0.0,42.0,2.0,0.0,0.0,Gent,East Flanders
349000,2020,APARTMENT,APARTMENT,GOOD,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
155000,2000,APARTMENT,KOT,GOOD,1,24.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
299000,8370,APARTMENT,APARTMENT,GOOD,3,156.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Blankenberge,Other
335000,1030,APARTMENT,APARTMENT,AS_NEW,2,92.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Schaerbeek,Brussels Capital
320000,9000,APARTMENT,APARTMENT,GOOD,1,80.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
165000,8660,APARTMENT,APARTMENT,GOOD,1,65.0,0,1.0,0.0,0.0,2.0,0.0,1.0,De Panne,Other
431000,1420,APARTMENT,APARTMENT,GOOD,3,138.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Braine-l'Alleud,Walloon Brabant
164000,4100,HOUSE,MIXED_USE_BUILDING,TO_RENOVATE,4,220.0,0,1.0,0.0,81.0,2.0,0.0,0.0,Seraing,Liège
350000,9090,APARTMENT,APARTMENT,GOOD,2,69.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Melle,East Flanders
179000,9230,HOUSE,HOUSE,GOOD,2,79.0,0,0.0,0.0,57.0,3.0,0.0,0.0,Wetteren,East Flanders
399000,9400,HOUSE,HOUSE,AS_NEW,3,161.0,0,1.0,0.0,497.0,3.0,0.0,0.0,Ninove,East Flanders
472500,9000,APARTMENT,APARTMENT,GOOD,2,115.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Gent,East Flanders
210000,1030,APARTMENT,APARTMENT,TO_RENOVATE,1,84.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Schaerbeek,Brussels Capital
439000,8370,APARTMENT,APARTMENT,AS_NEW,3,128.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Blankenberge,Other
215000,2300,APARTMENT,APARTMENT,JUST_RENOVATED,2,87.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Turnhout,Antwerp
339000,9000,APARTMENT,APARTMENT,GOOD,2,72.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
259000,2140,HOUSE,APARTMENT_BLOCK,GOOD,3,135.0,0,0.0,0.0,61.0,2.0,0.0,0.0,Antwerpen,Antwerp
285000,9600,HOUSE,HOUSE,JUST_RENOVATED,4,160.0,0,0.0,0.0,150.0,2.0,0.0,0.0,Renaix,East Flanders
160000,1000,APARTMENT,DUPLEX,GOOD,1,30.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital
470000,9500,HOUSE,HOUSE,GOOD,3,215.0,0,1.0,0.0,545.0,3.0,0.0,0.0,Geraardsbergen,East Flanders
115000,6220,HOUSE,HOUSE,TO_RESTORE,3,155.0,0,1.0,0.0,225.0,3.0,0.0,0.0,Fleurus,Hainaut
220000,1300,HOUSE,HOUSE,TO_RENOVATE,3,150.0,0,0.0,0.0,180.0,2.0,0.0,0.0,Wavre,Walloon Brabant
399000,2940,APARTMENT,GROUND_FLOOR,GOOD,2,131.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Stabroek,Antwerp
379000,2870,APARTMENT,PENTHOUSE,GOOD,2,98.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Puurs-Sint-Amands,Antwerp
474000,8980,HOUSE,HOUSE,GOOD,4,163.0,0,0.0,0.0,425.0,3.0,0.0,0.0,Zonnebeke,Other
360000,9420,APARTMENT,APARTMENT,GOOD,2,101.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Erpe-Mere,East Flanders
247500,8792,HOUSE,HOUSE,GOOD,2,175.0,0,0.0,0.0,210.0,2.0,0.0,0.0,Waregem,Other
249000,9000,HOUSE,HOUSE,TO_RENOVATE,2,125.0,0,0.0,0.0,59.0,3.0,0.0,0.0,Gent,East Flanders
637000,9820,APARTMENT,APARTMENT,GOOD,3,161.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Merelbeke,East Flanders
175000,1090,APARTMENT,APARTMENT,TO_RENOVATE,2,79.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Jette,Brussels Capital
248000,8420,APARTMENT,APARTMENT,JUST_RENOVATED,2,59.0,0,1.0,0.0,0.0,2.0,0.0,1.0,De Haan,Other
180000,6780,HOUSE,HOUSE,TO_RENOVATE,3,118.0,0,0.0,0.0,154.0,2.0,0.0,0.0,Messancy,Luxembourg
225000,5150,APARTMENT,APARTMENT,GOOD,1,72.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Floreffe,Namur
169000,4430,APARTMENT,APARTMENT,GOOD,2,83.0,0,0.0,0.0,0.0,3.0,0.0,1.0,Ans,Liège
139000,6000,APARTMENT,APARTMENT,JUST_RENOVATED,2,68.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Charleroi,Hainaut
357000,9000,HOUSE,HOUSE,TO_BE_DONE_UP,4,218.0,0,1.0,0.0,140.0,2.0,0.0,0.0,Gent,East Flanders
175000,8800,APARTMENT,APARTMENT,GOOD,2,103.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Roeselare,Other
455000,1050,APARTMENT,APARTMENT,JUST_RENOVATED,2,96.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Ixelles,Brussels Capital
289000,2600,APARTMENT,APARTMENT,TO_RENOVATE,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
344844,8210,APARTMENT,APARTMENT,GOOD,3,112.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Zedelgem,Other
310500,1730,APARTMENT,APARTMENT,AS_NEW,2,86.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Asse,Flemish Brabant
270000,1081,APARTMENT,APARTMENT,AS_NEW,2,85.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Koekelberg,Brussels Capital
559500,3012,HOUSE,HOUSE,GOOD,4,294.0,0,1.0,0.0,354.0,2.0,0.0,0.0,Leuven,Flemish Brabant
276664,8800,APARTMENT,APARTMENT,GOOD,2,95.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Roeselare,Other
215000,8500,APARTMENT,APARTMENT,GOOD,2,75.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Kortrijk,Other
159900,2500,APARTMENT,APARTMENT,GOOD,1,73.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Lier,Antwerp
515000,8200,HOUSE,HOUSE,GOOD,3,162.0,0,1.0,0.0,208.0,3.0,0.0,0.0,Brugge,Other
329000,2160,APARTMENT,APARTMENT,GOOD,3,83.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Wommelgem,Antwerp
449000,9000,APARTMENT,APARTMENT,AS_NEW,3,97.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Gent,East Flanders
195000,8400,APARTMENT,APARTMENT,GOOD,1,75.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Oostende,Other
94000,4141,HOUSE,CHALET,GOOD,2,36.0,0,1.0,0.0,189.0,4.0,0.0,0.0,Sprimont,Liège
299000,1500,APARTMENT,APARTMENT,GOOD,2,99.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Halle,Flemish Brabant
499000,2950,APARTMENT,DUPLEX,GOOD,3,217.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Kapellen,Antwerp
240000,6700,APARTMENT,APARTMENT,GOOD,2,85.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Arlon,Luxembourg
165000,9200,HOUSE,HOUSE,GOOD,2,103.0,0,0.0,0.0,75.0,2.0,0.0,0.0,Dendermonde,East Flanders
790000,1200,APARTMENT,PENTHOUSE,AS_NEW,3,180.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Woluwe-Saint-Lambert,Brussels Capital
239000,2100,APARTMENT,APARTMENT,GOOD,3,97.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp
297500,2020,APARTMENT,APARTMENT,GOOD,2,120.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
149000,8420,APARTMENT,APARTMENT,AS_NEW,2,50.0,0,0.0,0.0,0.0,2.0,0.0,0.0,De Haan,Other
299000,1050,APARTMENT,APARTMENT,GOOD,1,69.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Ixelles,Brussels Capital
329000,8860,HOUSE,HOUSE,AS_NEW,3,167.0,0,1.0,0.0,267.0,4.0,0.0,0.0,Lendelede,Other
95000,6044,HOUSE,HOUSE,TO_BE_DONE_UP,1,81.0,0,0.0,0.0,125.0,3.0,0.0,0.0,Charleroi,Hainaut
245000,2000,APARTMENT,APARTMENT,GOOD,1,55.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
335000,9300,APARTMENT,APARTMENT,GOOD,2,95.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Aalst,East Flanders
295000,8800,APARTMENT,APARTMENT,GOOD,2,128.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Roeselare,Other
195000,1040,APARTMENT,APARTMENT,TO_RENOVATE,1,64.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Bruxelles,Brussels Capital
199000,7971,HOUSE,HOUSE,GOOD,3,138.0,0,1.0,0.0,140.0,2.0,0.0,0.0,Belœil,Hainaut
650000,2000,APARTMENT,GROUND_FLOOR,GOOD,2,197.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp
360000,9880,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,145.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Aalter,East Flanders
225000,1853,APARTMENT,APARTMENT,GOOD,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Grimbergen,Flemish Brabant
175000,7500,HOUSE,HOUSE,GOOD,2,146.0,0,0.0,0.0,0.0,3.0,0.0,0.0,Tournai,Hainaut
390000,4000,APARTMENT,APARTMENT,AS_NEW,3,151.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Liège,Liège
277500,8570,APARTMENT,APARTMENT,GOOD,2,111.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Anzegem,Other
169000,8690,HOUSE,HOUSE,TO_BE_DONE_UP,4,201.0,0,0.0,0.0,372.0,3.0,0.0,0.0,Alveringem,Other
387500,3590,HOUSE,HOUSE,GOOD,3,175.0,0,1.0,0.0,370.0,3.0,0.0,0.0,Diepenbeek,Limburg
185000,2018,APARTMENT,APARTMENT,GOOD,1,78.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
195000,9000,HOUSE,HOUSE,TO_RENOVATE,3,116.0,0,1.0,0.0,116.0,2.0,0.0,0.0,Gent,East Flanders
210000,8670,APARTMENT,APARTMENT,AS_NEW,1,62.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Koksijde,Other
266595,8792,APARTMENT,APARTMENT,GOOD,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Waregem,Other
285000,9000,HOUSE,HOUSE,JUST_RENOVATED,1,55.0,0,1.0,0.0,25.0,2.0,0.0,0.0,Gent,East Flanders
725000,1000,APARTMENT,APARTMENT,AS_NEW,3,161.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital
165000,1080,APARTMENT,APARTMENT,AS_NEW,1,60.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Molenbeek-Saint-Jean,Brussels Capital
209000,2610,APARTMENT,APARTMENT,JUST_RENOVATED,2,82.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Antwerpen,Antwerp
425000,2000,APARTMENT,APARTMENT,AS_NEW,3,126.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp
360000,8770,HOUSE,HOUSE,TO_BE_DONE_UP,4,261.0,0,0.0,0.0,330.0,3.0,0.0,0.0,Ingelmunster,Other
345000,1730,APARTMENT,APARTMENT,AS_NEW,2,97.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Asse,Flemish Brabant
320000,1170,APARTMENT,APARTMENT,AS_NEW,2,90.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Watermael-Boitsfort,Brussels Capital
149500,2660,APARTMENT,APARTMENT,AS_NEW,1,58.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
299900,1330,APARTMENT,APARTMENT,GOOD,2,80.0,0,1.0,0.0,0.0,1.0,0.0,1.0,Rixensart,Walloon Brabant
278000,1000,APARTMENT,APARTMENT,JUST_RENOVATED,1,69.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Saint-Josse-ten-Noode,Brussels Capital
150000,1800,APARTMENT,APARTMENT,TO_RENOVATE,1,54.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Vilvoorde,Flemish Brabant
445000,9000,APARTMENT,APARTMENT,GOOD,2,101.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
379000,9900,HOUSE,HOUSE,GOOD,3,203.0,0,1.0,0.0,252.0,2.0,0.0,0.0,Eeklo,East Flanders
179000,4000,APARTMENT,APARTMENT,GOOD,1,80.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Liège,Liège
415000,1410,APARTMENT,APARTMENT,JUST_RENOVATED,3,110.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Waterloo,Walloon Brabant
140000,4020,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Liège,Liège
345000,1050,APARTMENT,APARTMENT,GOOD,2,115.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Ixelles,Brussels Capital
599000,8300,APARTMENT,APARTMENT,AS_NEW,2,80.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Knokke-Heist,Other
545000,1050,APARTMENT,APARTMENT,GOOD,2,129.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Ixelles,Brussels Capital
399000,2600,APARTMENT,APARTMENT,AS_NEW,2,120.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp
242000,9940,HOUSE,HOUSE,TO_RENOVATE,3,119.0,0,0.0,0.0,403.0,3.0,0.0,0.0,Evergem,East Flanders
99000,4500,APARTMENT,GROUND_FLOOR,GOOD,1,36.0,0,1.0,0.0,0.0,3.0,0.0,0.0,Huy,Liège
395000,9600,APARTMENT,APARTMENT,AS_NEW,2,83.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Renaix,East Flanders
235000,9000,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,87.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
254000,9660,APARTMENT,APARTMENT,JUST_RENOVATED,2,135.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Brakel,East Flanders
795000,8660,APARTMENT,PENTHOUSE,GOOD,3,155.0,0,1.0,0.0,0.0,2.0,0.0,1.0,De Panne,Other
235000,1080,APARTMENT,APARTMENT,JUST_RENOVATED,2,118.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Molenbeek-Saint-Jean,Brussels Capital
159000,1080,APARTMENT,APARTMENT,TO_BE_DONE_UP,1,56.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Molenbeek-Saint-Jean,Brussels Capital
269000,1082,APARTMENT,APARTMENT,GOOD,2,92.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Berchem-Sainte-Agathe,Brussels Capital
361000,9032,APARTMENT,APARTMENT,GOOD,2,99.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
349000,2000,APARTMENT,APARTMENT,GOOD,2,65.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
215000,9940,APARTMENT,APARTMENT,GOOD,3,100.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Evergem,East Flanders
459000,8301,APARTMENT,APARTMENT,GOOD,2,103.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Knokke-Heist,Other
299000,2431,APARTMENT,GROUND_FLOOR,GOOD,2,95.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Laakdal,Antwerp
179000,2100,APARTMENT,APARTMENT,TO_BE_DONE_UP,3,89.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
750000,1040,APARTMENT,TRIPLEX,JUST_RENOVATED,3,133.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Bruxelles,Brussels Capital
289000,9000,HOUSE,HOUSE,GOOD,2,58.0,0,0.0,0.0,30.0,2.0,0.0,0.0,Gent,East Flanders
259900,2170,APARTMENT,APARTMENT,GOOD,2,105.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp
169000,1755,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,85.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Gooik,Flemish Brabant
285000,1030,APARTMENT,APARTMENT,GOOD,2,84.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Schaerbeek,Brussels Capital
399000,2960,HOUSE,HOUSE,GOOD,4,174.0,0,0.0,0.0,342.0,3.0,0.0,0.0,Brecht,Antwerp
79000,6042,HOUSE,HOUSE,TO_RENOVATE,3,160.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Charleroi,Hainaut
325000,1000,APARTMENT,APARTMENT,JUST_RENOVATED,1,53.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital
148500,8670,APARTMENT,APARTMENT,GOOD,1,39.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Koksijde,Other
360000,9800,APARTMENT,APARTMENT,GOOD,2,89.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Deinze,East Flanders
260000,6724,HOUSE,MIXED_USE_BUILDING,GOOD,4,247.0,0,1.0,0.0,280.0,3.0,0.0,0.0,Habay,Luxembourg
169000,9620,APARTMENT,APARTMENT,GOOD,2,111.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Zottegem,East Flanders
200000,8430,APARTMENT,APARTMENT,GOOD,1,41.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Middelkerke,Other
110000,6000,APARTMENT,APARTMENT,GOOD,2,76.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Charleroi,Hainaut
650000,8400,APARTMENT,PENTHOUSE,GOOD,4,219.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oostende,Other
179000,5537,APARTMENT,APARTMENT,AS_NEW,1,92.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Anhée,Namur
425000,9070,APARTMENT,APARTMENT,GOOD,3,168.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Destelbergen,East Flanders
305000,9770,APARTMENT,APARTMENT,GOOD,2,86.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Kruisem,East Flanders
175000,8400,APARTMENT,APARTMENT,GOOD,1,70.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Oostende,Other
165000,9120,APARTMENT,APARTMENT,TO_RENOVATE,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Beveren,East Flanders
430000,2200,HOUSE,HOUSE,GOOD,3,195.0,0,1.0,0.0,282.0,3.0,0.0,0.0,Herentals,Antwerp
398500,1080,HOUSE,HOUSE,TO_BE_DONE_UP,4,179.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Molenbeek-Saint-Jean,Brussels Capital
145000,2140,APARTMENT,APARTMENT,GOOD,1,59.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
319000,3800,HOUSE,HOUSE,GOOD,3,157.0,0,0.0,0.0,172.0,3.0,0.0,0.0,Sint-Truiden,Limburg
398000,3001,APARTMENT,APARTMENT,GOOD,2,96.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Leuven,Flemish Brabant
253000,9300,APARTMENT,APARTMENT,GOOD,2,116.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Aalst,East Flanders
360000,2800,HOUSE,HOUSE,GOOD,2,99.0,0,1.0,0.0,117.0,2.0,0.0,0.0,Mechelen,Antwerp
219000,9032,APARTMENT,GROUND_FLOOR,GOOD,2,85.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
665000,8300,APARTMENT,APARTMENT,GOOD,2,75.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,Other
349000,9000,APARTMENT,APARTMENT,JUST_RENOVATED,2,85.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
185000,8620,APARTMENT,APARTMENT,GOOD,1,52.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Nieuwpoort,Other
299000,8000,HOUSE,HOUSE,TO_RENOVATE,2,133.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Brugge,Other
295000,9900,APARTMENT,APARTMENT,GOOD,2,98.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Eeklo,East Flanders
235000,4000,APARTMENT,APARTMENT,AS_NEW,2,112.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Liège,Liège
230000,1602,APARTMENT,APARTMENT,GOOD,2,66.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Sint-Pieters-Leeuw,Flemish Brabant
259000,8500,HOUSE,HOUSE,GOOD,3,146.0,0,0.0,0.0,60.0,2.0,0.0,0.0,Kortrijk,Other
469000,1080,APARTMENT,PENTHOUSE,AS_NEW,2,124.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Molenbeek-Saint-Jean,Brussels Capital
295000,4030,APARTMENT,APARTMENT,GOOD,2,109.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Liège,Liège
225000,8510,HOUSE,HOUSE,GOOD,4,151.0,0,0.0,0.0,0.0,3.0,0.0,0.0,Kortrijk,Other
248300,2440,APARTMENT,APARTMENT,GOOD,1,79.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Geel,Antwerp
169000,4920,HOUSE,MIXED_USE_BUILDING,JUST_RENOVATED,2,110.0,0,1.0,0.0,85.0,2.0,0.0,0.0,Aywaille,Liège
299000,8430,APARTMENT,APARTMENT,GOOD,1,60.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Middelkerke,Other
289000,8434,APARTMENT,APARTMENT,JUST_RENOVATED,2,66.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Middelkerke,Other
157500,8400,APARTMENT,APARTMENT,GOOD,2,60.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Oostende,Other
165000,8600,HOUSE,HOUSE,TO_RENOVATE,3,154.0,0,0.0,0.0,264.0,3.0,0.0,0.0,Diksmuide,Other
199000,1880,APARTMENT,GROUND_FLOOR,TO_RENOVATE,2,75.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Kapelle-op-den-Bos,Flemish Brabant
425000,2600,HOUSE,HOUSE,JUST_RENOVATED,3,138.0,0,1.0,0.0,65.0,3.0,0.0,0.0,Antwerpen,Antwerp
235000,1082,APARTMENT,APARTMENT,GOOD,2,72.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Berchem-Sainte-Agathe,Brussels Capital
